"渠道","展示名称","配置 ID（保留）","实际 API model ID / 调用标识","固定版本 / 滚动别名","已核对具体版本 / 目录身份","核对日期","核对依据","ID 证据","范围 / 可选状态","说明"
"火山方舟","doubao-seed-1-6-flash-250828","doubao-seed-1-6-flash-250828","doubao-seed-1-6-flash-250828","固定性 / 对应版本待确认","待确认","2026-09-21","https://docs.volcengine.com/docs/82379/1330310","unconfirmed","静态可选","本轮公开来源未能逐字确认此渠道 ID 或页面只返回外壳；保留原配置，版本待确认，不作为下架依据。"
"火山方舟","doubao-seed-1-6-vision-250815","doubao-seed-1-6-vision-250815","doubao-seed-1-6-vision-250815","固定性 / 对应版本待确认","待确认","2026-09-21","https://docs.volcengine.com/docs/82379/1330310","unconfirmed","静态可选","本轮公开来源未能逐字确认此渠道 ID 或页面只返回外壳；保留原配置，版本待确认，不作为下架依据。"
"火山方舟","doubao-seed-1-8-251228","doubao-seed-1-8-251228","doubao-seed-1-8-251228","固定性 / 对应版本待确认","待确认","2026-09-21","https://docs.volcengine.com/docs/82379/1330310","unconfirmed","静态可选","本轮公开来源未能逐字确认此渠道 ID 或页面只返回外壳；保留原配置，版本待确认，不作为下架依据。"
"火山方舟","Doubao Seed 2.0 Code Preview · 260215","doubao-seed-2-0-code-preview-260215","doubao-seed-2-0-code-preview-260215","固定性 / 对应版本待确认","doubao-seed-2-0-code-preview-260215","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","Doubao Seed 2.0 Lite · 260215","doubao-seed-2-0-lite-260215","doubao-seed-2-0-lite-260215","固定性 / 对应版本待确认","doubao-seed-2-0-lite-260215","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","Doubao Seed 2.0 Lite · 260428","doubao-seed-2-0-lite-260428","doubao-seed-2-0-lite-260428","固定性 / 对应版本待确认","doubao-seed-2-0-lite-260428","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","Doubao Seed 2.0 Mini · 260215","doubao-seed-2-0-mini-260215","doubao-seed-2-0-mini-260215","固定性 / 对应版本待确认","doubao-seed-2-0-mini-260215","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","Doubao Seed 2.0 Mini · 260428","doubao-seed-2-0-mini-260428","doubao-seed-2-0-mini-260428","固定性 / 对应版本待确认","doubao-seed-2-0-mini-260428","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","Doubao Seed 2.0 Pro · 260215","doubao-seed-2-0-pro-260215","doubao-seed-2-0-pro-260215","固定性 / 对应版本待确认","doubao-seed-2-0-pro-260215","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","Doubao Seed 2.1 Pro · 260628","doubao-seed-2-1-pro-260628","doubao-seed-2-1-pro-260628","固定性 / 对应版本待确认","doubao-seed-2-1-pro-260628","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","doubao-seed-2-1-pro-260915","doubao-seed-2-1-pro-260915","doubao-seed-2-1-pro-260915","固定性 / 对应版本待确认","doubao-seed-2-1-pro-260915","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","Doubao Seed 2.1 Turbo · 260628","doubao-seed-2-1-turbo-260628","doubao-seed-2-1-turbo-260628","固定性 / 对应版本待确认","doubao-seed-2-1-turbo-260628","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","doubao-seed-code-preview-251028","doubao-seed-code-preview-251028","doubao-seed-code-preview-251028","固定性 / 对应版本待确认","待确认","2026-09-21","https://docs.volcengine.com/docs/82379/1330310","unconfirmed","静态可选","本轮公开来源未能逐字确认此渠道 ID 或页面只返回外壳；保留原配置，版本待确认，不作为下架依据。"
"火山方舟","Doubao Seed Evolving","doubao-seed-evolving","doubao-seed-evolving","滚动别名","待确认","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","公告明确每周动态更新、统一 ID 始终获取最新版本；未公布可核验的当前快照 ID。"
"火山方舟","Doubao Seedream 4.0 · 250828","doubao-seedream-4-0-250828","doubao-seedream-4-0-250828","固定性 / 对应版本待确认","待确认","2026-09-21","https://api.volcengine.com/api-docs/view?action=ImageGenerations&serviceCode=ark&version=2024-01-01","unconfirmed","静态可选","本轮公开来源未能逐字确认此渠道 ID 或页面只返回外壳；保留原配置，版本待确认，不作为下架依据。"
"火山方舟","Doubao Seedream 4.5 · 251128","doubao-seedream-4-5-251128","doubao-seedream-4-5-251128","固定性 / 对应版本待确认","待确认","2026-09-21","https://docs.volcengine.com/docs/82379/1824121?lang=zh","unconfirmed","静态可选","本轮公开来源未能逐字确认此渠道 ID 或页面只返回外壳；保留原配置，版本待确认，不作为下架依据。"
"火山方舟","Doubao Seedream 5.0 · 260128","doubao-seedream-5-0-260128","doubao-seedream-5-0-260128","固定性 / 对应版本待确认","待确认","2026-09-21","https://docs.volcengine.com/docs/82379/1824121?lang=zh","unconfirmed","静态可选","本轮公开来源未能逐字确认此渠道 ID 或页面只返回外壳；保留原配置，版本待确认，不作为下架依据。"
"火山方舟","Doubao Seedream 5.0 Pro · 260628","doubao-seedream-5-0-pro-260628","doubao-seedream-5-0-pro-260628","固定性 / 对应版本待确认","doubao-seedream-5-0-pro-260628","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","GLM-4-7-251222","glm-4-7-251222","glm-4-7-251222","固定性 / 对应版本待确认","glm-4-7-251222","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","GLM 5.2 · 260617","glm-5-2-260617","glm-5-2-260617","固定性 / 对应版本待确认","glm-5-2-260617","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"火山方舟","GLM-5-3-flash-260828","glm-5-3-flash-260828","glm-5-3-flash-260828","固定性 / 对应版本待确认","glm-5-3-flash-260828","2026-09-21","https://docs.volcengine.com/docs/ark/model-release-announcement?lang=zh","official-indexed-id","静态可选","从官方发布公告的搜索索引核对精确 ID；直接 HTTP 返回 JS 外壳。此日期型号的固定性承诺仍待确认。"
"深度求索","DeepSeek-V4.1-Flash","deepseek-flash","deepseek-flash","滚动别名","DeepSeek-V4.1-Flash","2026-09-21","https://api-docs.deepseek.com/quick_start/pricing ; https://api-docs.deepseek.com/updates","exact-id","静态可选","官方价格表 MODEL VERSION 与更新日志逐项对应；API ID 保持不变。"
"深度求索","DeepSeek-V4-Flash（具体版本待确认）","deepseek-v4-flash","deepseek-v4-flash","固定性 / 对应版本待确认","deepseek-v4-flash","2026-09-21","https://api-docs.deepseek.com/quick_start/pricing ; https://api-docs.deepseek.com/updates","exact-id","停用身份保留","已停用的历史 ID；上游现有重定向不等于此旧版本仍可选，不改写历史身份。"
"深度求索","DeepSeek-V4-Flash-vision-exp","deepseek-v4-flash-vision-exp","deepseek-v4-flash-vision-exp","固定性 / 对应版本待确认","deepseek-v4-flash-vision-exp","2026-09-21","https://api-docs.deepseek.com/quick_start/pricing ; https://api-docs.deepseek.com/updates","exact-id","停用身份保留","已停用的历史 ID；上游现有重定向不等于此旧版本仍可选，不改写历史身份。"
"深度求索","DeepSeek-V4-Pro-0813","deepseek-v4-pro","deepseek-v4-pro","滚动别名","DeepSeek-V4-Pro-0813","2026-09-21","https://api-docs.deepseek.com/quick_start/pricing ; https://api-docs.deepseek.com/updates","exact-id","静态可选","官方价格表 MODEL VERSION 与更新日志逐项对应；API ID 保持不变。"
"Kimi","Kimi K2.6","kimi-k2.6","kimi-k2.6","固定性 / 对应版本待确认","kimi-k2.6","2026-09-21","https://platform.kimi.com/docs/get-api-key","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"Kimi","Kimi K2.7 Code","kimi-k2.7-code","kimi-k2.7-code","固定性 / 对应版本待确认","kimi-k2.7-code","2026-09-21","https://platform.kimi.com/docs/models","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"Kimi","Kimi K2.7 Code Highspeed","kimi-k2.7-code-highspeed","kimi-k2.7-code-highspeed","固定性 / 对应版本待确认","kimi-k2.7-code-highspeed","2026-09-21","https://platform.kimi.com/docs/get-api-key","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"Kimi","Kimi K3","kimi-k3","kimi-k3","固定性 / 对应版本待确认","kimi-k3","2026-09-21","https://platform.kimi.com/docs/get-api-key","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","cogview-3-flash","cogview-3-flash","cogview-3-flash","固定性 / 对应版本待确认","cogview-3-flash","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","cogview-4","cogview-4","cogview-4","固定性 / 对应版本待确认","cogview-4","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","cogview-4-250304","cogview-4-250304","cogview-4-250304","固定性 / 对应版本待确认","cogview-4-250304","2026-09-21","https://docs.bigmodel.cn/cn/guide/models/image-generation/cogview-4","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4-flash-250414","glm-4-flash-250414","glm-4-flash-250414","固定性 / 对应版本待确认","glm-4-flash-250414","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4-flashx-250414","glm-4-flashx-250414","glm-4-flashx-250414","固定性 / 对应版本待确认","glm-4-flashx-250414","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4-long","glm-4-long","glm-4-long","固定性 / 对应版本待确认","glm-4-long","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.1v-thinking-flash","glm-4.1v-thinking-flash","glm-4.1v-thinking-flash","固定性 / 对应版本待确认","glm-4.1v-thinking-flash","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.1v-thinking-flashx","glm-4.1v-thinking-flashx","glm-4.1v-thinking-flashx","固定性 / 对应版本待确认","glm-4.1v-thinking-flashx","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.5-air","glm-4.5-air","glm-4.5-air","固定性 / 对应版本待确认","glm-4.5-air","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.5-airx","glm-4.5-airx","glm-4.5-airx","固定性 / 对应版本待确认","glm-4.5-airx","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.5-flash","glm-4.5-flash","glm-4.5-flash","固定性 / 对应版本待确认","glm-4.5-flash","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.6","glm-4.6","glm-4.6","固定性 / 对应版本待确认","glm-4.6","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.6v","glm-4.6v","glm-4.6v","固定性 / 对应版本待确认","glm-4.6v","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
"智谱","GLM-4.6v-flash","glm-4.6v-flash","glm-4.6v-flash","固定性 / 对应版本待确认","glm-4.6v-flash","2026-09-21","https://docs.bigmodel.cn/cn/guide/start/model-overview","exact-id","静态可选","渠道文档未明确固定快照或滚动指向；不从厂商、发布日期或系列名推断。"
