"checked_at","channel","api_model_id","role","protocol","status","parameters","values_or_budget_limits","defaults","operations","constraints","conflicts","notes","official_sources"
"2026-09-22","siliconflow","Qwen/Qwen3.5-9B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","moonshotai/Kimi-K2.7-Code","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","moonshotai/Kimi-K2.7-Code","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/moonshotai/Kimi-K2.6","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/moonshotai/Kimi-K2.6","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","zai-org/GLM-4.5V","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","zai-org/GLM-4.5V","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-Omni-30B-A3B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-Omni-30B-A3B-Instruct","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-Omni-30B-A3B-Thinking","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-Omni-30B-A3B-Thinking","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-30B-A3B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-30B-A3B-Instruct","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-30B-A3B-Thinking","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-30B-A3B-Thinking","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-32B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-32B-Instruct","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-32B-Thinking","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-32B-Thinking","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-8B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-8B-Instruct","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-8B-Thinking","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-VL-8B-Thinking","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","MiniMaxAI/MiniMax-M2.5","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""当前静态目录已标记不可选；保留历史记录，未为其开放新控件。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/MiniMaxAI/MiniMax-M2.5","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""当前静态目录已标记不可选；保留历史记录，未为其开放新控件。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","nex-agi/Nex-N2-Pro","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""当前静态目录已标记不可选；保留历史记录，未为其开放新控件。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen-Image-Edit-2509","image","provider-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen-Image","image","provider-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen-Image-Edit","image","provider-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Kwai-Kolors/Kolors","image","provider-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Tongyi-MAI/Z-Image","image","provider-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Tongyi-MAI/Z-Image-Turbo","image","provider-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","baidu/ERNIE-Image-Turbo","image","provider-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-397B-A17B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""当前静态目录已标记不可选；保留历史记录，未为其开放新控件。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-397B-A17B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""当前静态目录已标记不可选；保留历史记录，未为其开放新控件。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","deepseek-ai/DeepSeek-V4-Flash","main","openai-chat-completions","supported","reasoning_effort","[{""key"":""effort"",""values"":[""high"",""max""]}]","[{""field"":""reasoning_effort"",""default"":""high""}]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 明确该精确 ID effort；enable_thinking/thinking_budget 只称大多数模型，不对全部型号外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/deepseek-ai/DeepSeek-V3.2","main","openai-chat-completions","supported","enable_thinking | thinking_budget","[{""key"":""mode"",""values"":[true,false]},{""key"":""budget"",""min"":128,""max"":32768}]","[{""field"":""enable_thinking"",""default"":null},{""field"":""thinking_budget"",""default"":null}]","[""text""]","{""neverIncreaseOutputBudget"":true,""outputBudgetRelation"":""separate"",""budgetRequiresThinking"":true,""budgetIsHardLimit"":false}","[{""when"":{""mode"":false},""forbid"":[""budget""]}]","[""官方推理指南精确型号示例同时使用开关与预算。非 Qwen3 推理模型不承诺严格停止于预算；max_tokens 不包含思维链。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post | https://docs.siliconflow.cn/docs/userguide/capabilities/reasoning"
"2026-09-22","openai","gpt-image-2.5-flare","image","openai-images","unsupported","","[]","[]","[""generation"",""editing""]","[]","[]","[""Current Images API exposes quality/size; quality xhigh/max is not reasoning. No controllable thinking field on this exact image transport.""]","https://developers.openai.com/api/docs/models/gpt-image-2.5-flare | https://developers.openai.com/api/docs/guides/image-generation.md"
